NAME,FIRSTREF,FIRSTURL,DATE,NUM_OBS,MASS(mjupiter),RADIUS(rjupiter),PERIOD(day),ECCENTRICITY,SEMI_MAJOR_AXIS(AU),SEPARATION(AU),STAR_NAME,DIST(PARSEC),RA_STRING(h:m:s),DEC_STRING(d:m:s),STAR_MASS(msun),STAR_RADIUS(rsun)
HD 1502 b,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2011,51,2.9072,,431.8,0.101,1.27206,1.27206,HD 1502,159,+00:19:17.02,+14:03:17.27,1.47,4.48335
HD 82886 b,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2011,28,1.30477,,705,0.066,1.58126,1.58126,HD 82886,125,+09:35:45.17,+34:46:50.98,1.06,3.83685
HAT-P-30 b,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJ...735...24J,2011,11,0.711088,1.34,2.810595,0.035,0.0419042,0.0419042,HAT-P-30,193,08:15:47.976,+05:50:12.3,1.242,1.215
HD 102365 b,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..103T,2011,149,0.0509774,,122.1,0.34,0.463328,0.463328,HD 102365,9.22084,+11:46:32.25,-40:30:04.80,0.89,0.828702
HD 137388 b,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,2011,62,0.227816,,330,0.36,0.88883,0.88883,HD 137388,38.4468,+15:35:40.09,-80:12:16.90,0.86,0.97784
Kepler-52 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0135364,0.16400700000000001,16.3850021,,0.10281,0.10281,Kepler-52,,19:06:57.128,+49:58:32.7,0.54,0.52
HD 103197 b,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,2011,58,0.0982431,,47.84,0,0.249018,0.249018,HD 103197,53.135,+11:52:53.05,-50:17:34.23,0.9,1.01561
HAT-P-28 b,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,2011,19,0.627833,1.212,3.257215,0.051,0.0433674,0.0433674,HAT-P-28,394.999,00:52:00.186,+34:43:42.2,1.025,1.103
HD 217786 b,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,2011,15,13.1868,,1319,0.4,2.3791,2.3791,HD 217786,54.8546,+23:03:08.26,-00:25:45.16,1.02,1.15058
HD 102329 b,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2011,20,4.47808,,778.1,0.211,1.80892,1.80892,HD 102329,158.003,+11:46:46.67,+03:28:27.62,1.3,7.27206
WASP-39 b,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,2011,9,0.284338,1.27,4.055259,0,0.0485835,0.0485835,WASP-39,230,14:29:18.408,-03:26:40.1,0.93,0.895
Kepler-20 f,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.00323095,0.0918085,19.57706,0,0.137859,0.137859,Kepler-20,290,19:10:47.524,+42:20:19.3,0.912,0.944
WASP-41 b,Maxted 2011,http://adsabs.harvard.edu/abs/2011PASP..123..547M,2011,22,0.932493,1.2,3.052401,0,0.0404959,0.0404959,WASP-41,180.018,12:42:28.497,-30:38:23.5,0.95,0.9
Kepler-16 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.333,0.7538,228.776,0.0069,0.646795,0.646795,Kepler-16,61.3181,19:16:18.175,+51:45:26.7,0.6897,0.6489
Kepler-32 d,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0221838,0.240663,22.7802,0,0.128069,0.128069,Kepler-32,303,19:51:22.177,+46:34:27.3,0.54,0.53
WASP-37 b,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,2011,13,1.79362,1.16,3.577469,0,0.0446312,0.0446312,WASP-37,343,14:47:46.560,+01:03:53.8,0.925,1.003
HD 25171 b,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,2011,24,0.956204,,1845,0.08,3.03064,3.03064,HD 25171,54.9753,+03:55:49.24,-65:11:12.74,1.09,1.06877
WASP-50 b,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,2011,15,1.47244,1.153,1.9550959,0.009,0.0294714,0.0294714,WASP-50,230,02:54:45.135,-10:53:53.0,0.892,0.843
Kepler-53 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0249941,0.257599,18.6489525,,0.136705,0.136705,Kepler-53,,19:21:50.826,+40:33:44.8,0.98,0.89
Kepler-11 b,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,2011,47,0.00597804,0.1604,10.3039,0.045,0.0914497,0.0914497,Kepler-11,,19:48:27.622,+41:54:32.8,0.961,1.065
Kepler-11 g,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,2011,2,0.0332233,0.296741,118.3807,0,0.465624,0.465624,Kepler-11,,19:48:27.622,+41:54:32.8,0.961,1.1
WASP-25 b,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,2011,29,0.57847,1.22,3.764825,0,0.0473714,0.0473714,WASP-25,,13:01:26.374,-27:31:19.9,1,0.92
HD 156668 b,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,2011,86,0.0130582,,4.6455,0,0.0499846,0.0499846,HD 156668,24.4738,+17:17:40.54,+29:13:36.12,0.772,0.728691
Kepler-20 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,30,0.0495058,0.273643,10.854092,0,0.0930411,0.0930411,Kepler-20,290,19:10:47.524,+42:20:19.30,0.912,0.944
Kepler-62 e,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0,0.143507,122.3874,0.13,0.426299,0.426299,Kepler-62,368,18:52:51.059,+45:20:59.5,0.69,0.64
MOA-2009-BLG-387L b,Batista 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.102B,2011,,2.6,,1970,,1.76808,1.76808,MOA-2009-BLG-387L,5700,17:53:50.800,-33:59:25.0,0.19,
Kepler-69 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0168702,0.199661,13.722341,0.16,0.104565,0.104565,Kepler-69,,19:33:02.625,+44:52:08.0,0.81,0.93
Kepler-27 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0793989,0.436759,31.3309,0,0.168484,0.168484,Kepler-27,,19:28:56.825,+41:05:09.1,0.65,0.59
Kepler-11 c,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,2011,37,0.00912437,0.255816,13.0241,0.0256125,0.106909,0.106909,Kepler-11,,19:48:27.622,+41:54:32.8,0.961,1.065
HD 108863 b,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2011,24,2.76572,,443.4,0,1.45325,1.45325,HD 108863,139.005,+12:30:19.96,+21:56:53.97,2.08,7.27656
WASP-48 b,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,2011,14,0.984236,1.67,2.143634,0,0.034488,0.034488,WASP-48,,19:24:38.984,+55:28:23.3,1.19,1.75
HD 7199 b,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,2011,88,0.295018,,615,0.19,1.36155,1.36155,HD 7199,35.8809,+01:10:47.06,-66:11:16.31,0.89,1.11756
Kepler-25 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0223552,0.24177,6.2385,0,0.0702822,0.0702822,Kepler-25,,19:06:33.220,+39:29:16.3,1.19,1.31
HAT-P-31 b,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,2011,40,2.16904,1.07,5.005425,0.245,0.0611921,0.0611921,HAT-P-31,354,18:06:09.053,+26:25:35.9,1.218,1.36
Kepler-56 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.196739,0.699706,21.4050484,,0.167568,0.167568,Kepler-56,,19:35:02.004,+41:52:18.7,1.37,3.14
24 Sex b,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,2011,24,1.83564,,455.2,0.184,1.4118,1.4118,24 Sex,77.4593,+10:23:28.33,-00:54:07.78,1.81,3.92062
Kepler-41 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.493545,0.841,1.855558,0,0.0289537,0.0289537,Kepler-41,729.927,19:38:03.175,+45:58:53.9,0.94,0.966
WASP-31 b,Anderson 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..60A,2011,47,0.479329,1.537,3.405909,0,0.0466223,0.0466223,WASP-31,400,11:17:45.357,-19:03:17.2,1.165,1.252
HD 10180 c,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,2011,190,0.0415054,,5.75962,0.077,0.0641175,0.0641175,HD 10180,39.0168,+01:37:53.59,-60:30:41.55,1.06,1.10851
7 CMa b,Wittenmyer 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..184W,2011,21,2.43233,,763,0.14,1.80264,1.80264,7 CMa,19.7511,+06:36:41.00,-19:15:20.55,1.34,2.3
HD 204941 b,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,2011,35,0.26689,,1733,0.37,2.55427,2.55427,HD 204941,26.9542,+21:32:23.68,-20:57:25.63,0.74,0.850124
Kepler-20 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,30,0.0266646,0.170247,3.6961219,0,0.0453704,0.0453704,Kepler-20,290,19:10:47.524,+42:20:19.30,0.912,0.944
HD 85512 b,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,2011,185,0.0113953,,58.43,0.11,0.260405,0.260405,HD 85512,11.152,+09:51:06.68,-43:30:05.90,0.69,0.881928
HD 10180 d,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,2011,190,0.0376549,,16.3567,0.143,0.128581,0.128581,HD 10180,39.0168,+01:37:53.59,-60:30:41.55,1.06,1.10851
HD 192310 b,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...10H,2011,139,0.0531258,,74.72,0.13,0.322307,0.322307,HD 192310,8.82379,+20:15:16.58,-27:01:57.13,0.8,0.847025
HD 20794 d,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,2011,187,0.0147932,,90.309,0,0.349781,0.349781,HD 20794,6.05987,+03:19:53.22,-43:04:17.58,0.7,1.22683
CoRoT-17 b,Csizmadia 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..41C,2011,17,2.46001,1.02,3.7681,0,0.0480499,0.0480499,CoRoT-17,919.997,18:34:47.814,-06:36:44.1,1.04,1.5121
HAT-P-29 b,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,2011,10,0.779004,1.107,5.723186,0.095,0.0666842,0.0666842,HAT-P-29,322,02:12:31.494,+51:46:43.5,1.207,1.224
HD 152581 b,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2011,24,1.51375,,689,0,1.48938,1.48938,HD 152581,186,+16:53:43.58,+11:58:25.62,0.927,3.809
Kepler-37 d,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.00577478,0.178,39.792187,0.102489,0.212021,0.212021,Kepler-37,66,18:56:14.306,+44:31:05.3,0.803,0.77
HD 116029 b,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2011,21,1.9075,,670,0,1.64869,1.64869,HD 116029,123.198,+13:20:39.55,+24:38:55.77,1.33,5.04235
HIP 12961 b,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,2011,46,0.354314,,57.435,0.166,0.25497,0.25497,HIP 12961,23.015,+02:46:42.70,-23:05:13.04,0.67,
Kepler-58 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0233176,0.247794,10.2184954,,0.0905953,0.0905953,Kepler-58,,19:45:26.077,+39:06:54.6,0.95,1.03
Kepler-42 d,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.000404706,0.0508067,1.865169,,0.0150222,0.0150222,Kepler-42,38.7,19:28:52.556,+44:37:09.6,0.13,0.17
Kepler-54 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.015593,0.187182,8.0109434,,0.0626016,0.0626016,Kepler-54,,19:39:05.745,+43:03:22.6,0.51,0.5
Kepler-412 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,6,0.940391,1.325,1.720861232,0.0038,0.0295963,0.0295963,Kepler-412,1056,19:04:26.48,+43:40:51.46,1.167,1.287
Kepler-33 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0305282,0.28523,13.17562,0,0.118876,0.118876,Kepler-33,,19:16:18.612,+46:00:18.7,1.291,1.82
Kepler-22 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,0,0.0183345,0.2125,289.8623,,0.848513,0.848513,Kepler-22,190,19:16:52.193,+47:53:03.9,0.97,0.979
Kepler-43 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,8,3.23143,1.2,3.024095,0,0.0449294,0.0449294,Kepler-43,1950,19:00:57.810,+46:40:05.6,1.32,1.42
HD 125595 b,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,2011,117,0.0416764,,9.6737,0,0.0809437,0.0809437,HD 125595,27.9564,+14:21:23.62,-40:23:37.62,0.756,1.03336
CoRoT-14 b,Tingley 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..97T,2011,8,7.69464,1.09,1.51214,0,0.0269122,0.0269122,CoRoT-14,1340,06:53:41.810,-05:32:09.7,1.13,1.21
HD 63765 b,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,2011,108,0.643827,,358,0.24,0.94038,0.94038,HD 63765,33.2557,+07:47:49.57,-54:15:48.48,0.865,0.975102
Kepler-26 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0397121,0.320884,17.25204,0,0.113189,0.113189,Kepler-26,,18:59:45.839,+46:33:59.5,0.65,0.59
HD 85390 b,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,2011,58,0.131884,,788,0.41,1.52377,1.52377,HD 85390,32.3729,+09:50:02.47,-49:47:24.44,0.76,0.958233
Kepler-28 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0348081,0.303057,8.98597,0,0.0768547,0.0768547,Kepler-28,,19:28:32.887,+42:25:45.9,0.75,0.7
HD 158038 b,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2011,24,1.79425,,521,0.291,1.49788,1.49788,HD 158038,103.6,+17:25:45.40,+27:18:12.54,1.65,5.30151
HAT-P-19 b,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,2011,47,0.292273,1.132,4.008778,0.067,0.0466409,0.0466409,HAT-P-19,215,00:38:04.012,+34:42:41.5,0.842,0.82
KOI-13 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,6.515,1.406,1.76358799,0,0.0342279,0.0342279,KOI-13,,19:07:53.107,+46:52:05.9,1.72,1.71
Kepler-30 d,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0726872,0.784384,143.343,0.022,0.534239,0.534239,Kepler-30,,19:01:08.076,+38:56:50.2,0.99,0.95
Kepler-62 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0,0.116766,5.714932,0.0707107,0.0552794,0.0552794,Kepler-62,368,18:52:51.059,+45:20:59.5,0.69,0.64
HAT-P-23 b,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,2011,13,2.09606,1.368,1.212884,0.106,0.0231971,0.0231971,HAT-P-23,393,20:24:29.724,+16:45:43.7,1.13,1.203
HAT-P-18 b,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,2011,31,0.197205,0.995,5.508023,0.084,0.0559503,0.0559503,HAT-P-18,166,17:05:23.151,+33:00:44.9,0.77,0.749
HD 131496 b,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2011,43,2.24115,,883,0.163,2.1121,2.1121,HD 131496,110,+14:53:23.00,+18:14:07.76,1.61,4.56407
Kepler-18 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.022,0.17843,3.504725,0,0.0447299,0.0447299,Kepler-18,,19:52:19.067,+44:44:46.9,0.972,1.108
Kepler-27 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.051622,0.356538,15.3348,0,0.10464,0.10464,Kepler-27,,19:28:56.825,+41:05:09.1,0.65,0.59
Kepler-40 b,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S,2011,12,2.17684,1.17,6.87349,0,0.0806644,0.0806644,Kepler-40,2700,19:47:15.285,+47:31:35.5,1.48,2.13
HD 31253 b,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,2011,39,0.501427,,466,0.3,1.26054,1.26054,HD 31253,50.3018,+04:54:43.60,+12:21:08.27,1.23,1.64612
Kepler-30 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,2.01385,1.09635,60.3231,0.0111,0.300013,0.300013,Kepler-30,,19:01:08.076,+38:56:50.2,0.99,0.95
Kepler-24 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0236121,0.249577,12.3318,0,0.105496,0.105496,Kepler-24,,19:21:39.184,+38:20:37.5,1.03,1.07
Kepler-49 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0202381,0.227293,10.9129343,,0.07889,0.07889,Kepler-49,,19:29:10.701,+40:35:30.4,0.55,0.53
Kepler-33 f,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0654095,0.39754,41.02902,0,0.253499,0.253499,Kepler-33,,19:16:18.612,+46:00:18.7,1.291,1.82
WASP-43 b,Hellier 2011,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H,2011,15,1.77609,0.93,0.813475,0,0.0142363,0.0142363,WASP-43,80,10:19:38.008,-09:48:22.5,0.58,0.598
Kepler-39 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,13,18.1805,1.22,21.0874,0.121,0.155007,0.155007,Kepler-39,1200.05,19:47:50.468,+46:02:03.4,1.1,1.39
Kepler-36 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0140379,0.132454,13.83989,0,0.115423,0.115423,Kepler-36,,19:25:00.025,+49:13:54.7,1.071,1.626
Kepler-11 d,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,2011,21,0.0229683,0.2781,22.6845,0.0036055,0.154764,0.154764,Kepler-11,,19:48:27.622,+41:54:32.8,0.961,1.065
HD 22781 b,Diaz 2011,http://adsabs.harvard.edu/abs/2011EPJWC..1102006D,2011,32,13.8403,,528.07,0.8191,1.16847,1.16847,HD 22781,32.7761,+03:40:49.50,+31:49:35.47,0.75,0.720445
Kepler-33 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0128331,0.155094,5.66793,0,0.0677431,0.0677431,Kepler-33,,19:16:18.612,+46:00:18.7,1.291,1.82
Kepler-29 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0397121,0.320884,10.3376,0,0.0928723,0.0928723,Kepler-29,,19:53:23.598,+47:29:28.4,1,0.96
TrES-5 b,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,2011,8,1.7781,1.209,1.4822446,0,0.0245157,0.0245157,TrES-5,360,20:20:53.251,+59:26:55.6,0.893,0.866
Kepler-33 e,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,,0.0525296,0.358929,31.7844,0,0.213825,0.213825,Kepler-33,,19:16:18.612,+46:00:18.7,1.291,1.82
Kepler-19 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,2011,8,0.0165942,0.197074,9.2869944,0,0.0845828,0.0845828,Kepler-19,,19:21:41.002,+37:51:06.4,0.936,0.85
HAT-P-38 b,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S,2012,16,0.267569,0.825,4.640382,0.067,0.0522992,0.0522992,HAT-P-38,249.339,02:21:31.920,+32:14:46.8,0.886,0.923
Kepler-32 f,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,2012,,0.00143611,0.0730903,0.74296,0,0.0130732,0.0130732,Kepler-32,303,19:51:22.177,+46:34:27.3,0.54,0.53
Kepler-83 c,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,2012,,0.0181548,0.211,20.09,,0.125924,0.125924,Kepler-83,,18:48:55.80,+43:39:56.3,0.66,0.61
WASP-67 b,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,2012,19,0.41931,1.4,4.61442,0,0.0517914,0.0517914,WASP-67,225.002,19:42:58.512,-19:56:58.4,0.87,0.87
Kepler-46 c,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,2012,,0.376,,57.011,0.0146,0.280101,0.280101,Kepler-46,855,19:17:04.499,+42:36:15.0,0.902,0.953491
HD 197037 b,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,2012,113,0.807324,,1035.7,0.22,2.07477,2.07477,HD 197037,32.3311,+20:39:33.01,+42:14:56.72,1.11,1.09866
KELT-2 A b,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,2012,18,1.52064,1.286,4.1137912,0,0.0549707,0.0549707,KELT-2 A,128.5,+06:10:39.33,+30:57:25.73,1.308,1.828
HAT-P-39 b,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,2012,29,0.599196,1.571,3.54387,0,0.0509456,0.0509456,HAT-P-39,642,07:35:01.979,+17:49:48.3,1.404,1.625
HAT-P-17 b,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,2012,37,0.530158,1.01,10.338523,0.346,0.0882385,0.0882385,HAT-P-17,90.0009,21:38:08.732,+30:29:19.4,0.857,0.837
75 Cet b,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,2012,74,2.7597,,691.9,0.117,1.97678,1.97678,75 Cet,81.4332,+02:32:09.44,-01:02:05.34,2.15,10.5
HIP 57274 d,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,2012,99,0.528573,,431.7,0.27,1.00678,1.00678,HIP 57274,25.9202,+11:44:40.98,+30:57:36.79,0.73,0.68
HD 163607 b,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,2012,51,0.768857,,75.29,0.73,0.359201,0.359201,HD 163607,68.9998,+17:53:40.57,+56:23:29.99,1.09,1.69594
HAT-P-37 b,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,2012,13,1.17362,1.178,2.79736,0.058,0.0379273,0.0379273,HAT-P-37,411,18:57:11.058,+51:16:08.8,0.929,0.877
Kepler-85 b,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,2012,,0.0145548,0.176,8.306,,0.0780663,0.0780663,Kepler-85,,19:23:53.62,+45:17:25.1,0.92,1.24
Kepler-82 c,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,2012,,0.095206,0.477,51.538,,0.256743,0.256743,Kepler-82,,19:31:29.61,+42:57:58.1,0.85,0.9
WASP-61 b,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,2012,15,2.05491,1.24,3.8559,0,0.0514489,0.0514489,WASP-61,480.001,05:01:11.916,-26:03:14.9,1.22,1.36
WASP-44 b,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,2012,17,0.889836,1.14,2.4238039,0,0.0347371,0.0347371,WASP-44,,00:15:36.770,-11:56:17.3,0.951,0.927
HD 100655 b,Omiya 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...34O,2012,45,1.33352,,157.57,0.085,0.682908,0.682908,HD 100655,122.249,+11:35:03.79,+20:26:29.57,1.71,9.3
WASP-79 b,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,2012,0,0.887514,1.7,3.6623817,0,0.0534741,0.0534741,WASP-79,240,04:25:29.021,-30:36:01.5,1.52,1.64
HIP 57274 c,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,2012,99,0.410096,,32.03,0.05,0.177758,0.177758,HIP 57274,25.9202,+11:44:40.98,+30:57:36.79,0.73,0.68
omicron UMa b,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,2012,26,4.09607,,1630,0.13,3.94973,3.94973,omicron UMa,54.9149,+08:30:16.03,+60:43:06.35,3.09,14.1
Kepler-47 b,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O,2012,,0.026473,0.265621,49.514,0,0.267621,0.267621,Kepler-47,,19:41:11.500,+46:55:13.6,1.043,0.964
epsilon CrB b,Lee 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A...5L,2012,52,6.04937,,417.9,0.11,1.23696,1.23696,epsilon CrB,67.8887,+15:57:35.30,+26:52:40.89,1.44,29.1175
MOA-bin-1L b,Bennett 2012,http://adsabs.harvard.edu/abs/2012ApJ...757..119B,2012,,3.7,,,,,8.3,MOA-bin-1L,5100,17:51:10.000,-29:47:38.0,0.75,
Kepler-46 b,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,2012,,0.314805,0.808,33.60134,0.01,0.1969,0.1969,Kepler-46,855,19:17:04.499,+42:36:15.0,0.902,0.938
WASP-36 b,Smith 2012,http://adsabs.harvard.edu/abs/2012AJ....143...81S,2012,19,2.26929,1.269,1.5373653,0,0.0262601,0.0262601,WASP-36,450,08:46:19.298,-08:01:37.0,1.02,0.943
Kepler-35 b,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,2012,,0.127011,0.728,131.458,0.042,0.48628,0.48628,Kepler-35,,19:37:59.275,+46:41:23.1,0.8877,1.0284
WASP-42 b,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,2012,11,0.496968,1.063,4.9816877,0,0.0547344,0.0547344,WASP-42,160,12:51:55.571,-42:04:24.9,0.881,0.85
Kepler-85 c,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,2012,,0.0162741,0.194,12.513,,0.102591,0.102591,Kepler-85,,19:23:53.62,+45:17:25.1,0.92,1.24
MOA-2010-BLG-477L b,Bachelet 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...73B,2012,,1.5,,,,,2,MOA-2010-BLG-477L,2300,18:06:07.450,-31:27:16.5,0.67,
HAT-P-34 b,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,2012,14,3.334,1.197,5.452654,0.441,0.0677467,0.0677467,HAT-P-34,257.003,20:12:46.885,+18:06:17.4,1.392,1.197
